week_index	age_group_index	gender_index	phase_indicator	search_intensity_onlineEdu	search_weight_onlineEdu	search_intensity_unemployment	covid_case	covid_death
1	0	0	0	44.5730969608389	0.00139418121902622	6.9195312989237	0	0
1	1	0	0	45.8414649850471	0.00216022540371346	7.57430453291399	0	0
1	2	0	0	28.4830676548745	0.00202736959232393	5.7756199503651	0	0
1	3	0	0	20.273722717207	0.00292081270098182	4.35239372323404	0	0
1	4	0	0	11.9093147093444	0.00290694977614809	2.13357985698686	0	0
1	0	1	0	46.831542736325	0.00196167964091478	5.88001413145623	0	0
1	1	1	0	39.4932477636353	0.00268642034877499	8.59064105756217	0	0
1	2	1	0	27.5633276643553	0.00339462121948418	6.18473073255954	0	0
1	3	1	0	19.6825179935675	0.00341250864811042	6.30301942203748	0	0
1	4	1	0	18.1114761145488	0.00170947762369105	2.76775249739179	0	0
2	0	0	0	59.7966210536728	0.00146672325674949	8.35075317782488	0	0
2	1	0	0	42.5187682324939	0.00188421840928309	6.00876013000017	0	0
2	2	0	0	32.0367785897875	0.00260218847103509	6.75862613795654	0	0
2	3	0	0	17.9277615792306	0.00393521779364742	5.13937586657955	0	0
2	4	0	0	15.4336511909902	0.00326880144781254	3.26500166550623	0	0
2	0	1	0	59.7667522836829	0.00178528162115897	8.95349619558194	0	0
2	1	1	0	39.9265209365988	0.00261961201749736	7.76396465902129	0	0
2	2	1	0	24.4184701331281	0.00271492504701998	4.9507374020976	0	0
2	3	1	0	22.8231282040589	0.0034136280973319	4.93427836900947	0	0
2	4	1	0	13.0422238884809	0.00198742402326141	2.20024138704535	0	0
3	0	0	0	67.8894939493019	0.00188186274559641	5.37154415289718	0	0
3	1	0	0	38.9756911993397	0.00239741247289013	7.91490827805845	0	0
3	2	0	0	36.0146733384668	0.00177283844982734	7.00375924358922	0	0
3	3	0	0	19.5469421140431	0.00414287318258789	4.8488236211792	0	0
3	4	0	0	17.4396300252369	0.00236588550137832	3.42465535335096	0	0
3	0	1	0	53.5319521261396	0.00188514017632244	7.22775791401307	0	0
3	1	1	0	35.8321496961431	0.00238921710700147	7.14908395294064	0	0
3	2	1	0	27.9663581462516	0.00248494562704965	6.38840378206497	0	0
3	3	1	0	15.7666346061851	0.00385134377484249	6.16599984052027	0	0
3	4	1	0	16.6244653407326	0.00243898921399438	2.36409288392079	0	0
4	0	0	0	55.2065587926812	0.00177859401052576	7.97379965525523	0	0
4	1	0	0	52.5345745015142	0.00206255522359865	9.79928296138809	0	0
4	2	0	0	31.7672002987565	0.00307747209657522	5.96149403581	0	0
4	3	0	0	17.4765358916253	0.0036239985931892	5.16116144800305	0	0
4	4	0	0	12.7839246529598	0.00299820326816066	3.11106399686906	0	0
4	0	1	0	47.5298654607027	0.00215127040518867	7.32169164259632	0	0
4	1	1	0	37.6341227574218	0.0016360671667028	7.17309603974382	0	0
4	2	1	0	41.9903186561631	0.0024521953130223	6.49890076591629	0	0
4	3	1	0	16.9529543834353	0.00346191046358843	6.20427457976092	0	0
4	4	1	0	14.2749168887367	0.00243058214611087	2.09773016585476	0	0
5	0	0	0	45.0141019451019	0.001964193416482	6.28558832335729	0	0
5	1	0	0	45.3096451869589	0.00254575521127738	10.0347626810796	0	0
5	2	0	0	32.3838788755274	0.00331783963623113	6.60935127246455	0	0
5	3	0	0	19.9542372793582	0.00378448434140664	4.99179882065215	0	0
5	4	0	0	13.929460359201	0.00345016524999039	2.42697736451274	0	0
5	0	1	0	58.4056618569969	0.00247963177544989	5.86367404707125	0	0
5	1	1	0	41.3047082343298	0.00264535931089441	5.88531793945363	0	0
5	2	1	0	28.8426923436331	0.00235609999467498	4.33244772648521	0	0
5	3	1	0	17.24820795965	0.00410892269769125	4.53010880967769	0	0
5	4	1	0	11.7017686016017	0.00206591897759237	2.34281306623641	0	0
6	0	0	0	45.5678935406464	0.00161482659363193	6.61898394918286	0	0
6	1	0	0	29.4263988596915	0.00219987950157704	9.27681726837193	0	0
6	2	0	0	29.5947591147786	0.00248203934994066	5.02921276819721	0	0
6	3	0	0	15.3559601701871	0.00314354662900306	4.14695345307521	0	0
6	4	0	0	17.2487627680744	0.00304739367634882	2.69874449809096	0	0
6	0	1	0	44.1380065720298	0.00249208964976319	4.8416237090848	0	0
6	1	1	0	39.4472609898321	0.0020029189620017	6.46551334894105	0	0
6	2	1	0	24.92606097038	0.00247846898291877	4.18019843436505	0	0
6	3	1	0	16.4963393951899	0.00380729470050048	4.48252404147063	0	0
6	4	1	0	12.3390203397317	0.00232139629208457	2.20177738449921	0	0
